"ID","Faction","Instance_Id","Supercedes","Title_Lang_enUS","Title_Lang_enGB","Title_Lang_koKR","Title_Lang_frFR","Title_Lang_deDE","Title_Lang_enCN","Title_Lang_zhCN","Title_Lang_enTW","Title_Lang_zhTW","Title_Lang_esES","Title_Lang_esMX","Title_Lang_ruRU","Title_Lang_ptPT","Title_Lang_ptBR","Title_Lang_itIT","Title_Lang_Unk","Title_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","Category","Points","Ui_Order","Flags","IconID","Reward_Lang_enUS","Reward_Lang_enGB","Reward_Lang_koKR","Reward_Lang_frFR","Reward_Lang_deDE","Reward_Lang_enCN","Reward_Lang_zhCN","Reward_Lang_enTW","Reward_Lang_zhTW","Reward_Lang_esES","Reward_Lang_esMX","Reward_Lang_ruRU","Reward_Lang_ptPT","Reward_Lang_ptBR","Reward_Lang_itIT","Reward_Lang_Unk","Reward_Lang_Mask","Minimum_Criteria","Shares_Criteria"
"2916","-1","603","2918","Orbital Devastation (25 player)","궤도 초토화 (25인)","Dévastation orbitale (25 joueurs)","Orbitales Bombardement (25 Spieler)","轨道破坏（25人）","環軌火網(25人)","Devastación orbital (25 j.)","Devastación orbital (25 j.)","Орбитальное опустошение (25 игроков)","","","","","","","","16712190","Defeat Flame Leviathan with 2 Orbital Defense Systems active in 25-player mode.","궤도적 방어 시스템이 2개 이상 활성화된 상태에서 거대 화염전차 처치 (25인)","Vaincre le léviathan des flammes alors que 2 systèmes de défense orbitaux sont encore actifs en mode 25 joueurs.","Bezwingt den Flammenleviathan mit 2 aktiven orbitalen Verteidigungssystem im 25-Spieler-Modus.","在2个轨道防御系统被激活的情况下击败烈焰巨兽（25人）。","25人模式中，在2具環軌防禦系統啟動的情況下擊敗烈焰戰輪。","Derrota al Leviatán de llamas con 2 sistemas de defensa orbital activos en el modo de 25 jugadores.","Derrota al Leviatán de llamas con 2 sistemas de defensa orbital activos en el modo de 25 jugadores.","Убейте Огненного Левиафана в рейде на 25 игроков, оставив работающими две орбитальных системы защиты.","","","","","","","","16712190","14962","10","12","0","287","","","","","","","","","","","","","","","","","2080309740","0","0"
"3578","-1","-1","0","The Turkinator","칠면조를 부탁해","Le dindonator","Der Truthahnator","火鸡终结者","「火雞終結者」","Pavonator","Pavonator","Индюшатор","","","","","","","","16712190","Hunt enough Wild Turkeys quickly enough to gain Turkey Triumph.","빠른 시간 안에 야생 칠면조를 사냥하여 """"칠면조 정복"""" 달성","Chasser suffisamment de dindes sauvages pour obtenir le Dindocide !","Jagt genügend wilde Truthähne, um den Truthahntriumph zu erlangen.","尽快猎杀足够的野生火鸡来获得对火鸡的全面胜利。","在夠快的時間內獵殺夠多的野生火雞來獲得火雞制勝。","Caza suficientes pavos salvajes suficientemente rápido como para obtener triunfo de pavos.","Caza suficientes pavos salvajes suficientemente rápido como para obtener triunfo de pavos.","Убейте нужное количество диких индеек за отведенное время, чтобы добиться триумфа над индейками.","","","","","","","","16712190","14981","10","12","0","2221","","","","","","","","","","","","","","","","","16775150","0","0"
"3842","-1","-1","3841","250 Dungeon & Raid Emblems","던전 및 공격대 문장 250개","250 emblèmes de donjon ou de raid","250 Dungeon- und Schlachtzugsembleme","250枚地下城与团队副本纹章","250個地城與團隊紋章","250 emblemas de mazmorras y bandas","250 emblemas de mazmorras y bandas","250 эмблем подземелий и рейдов","","","","","","","","16712190","Loot 250 Emblems of Heroism, Valor, Conquest, Triumph or Frost.","전리품으로 무용, 용맹, 정복, 승전, 서리의 문장 250개 획득","Ramasser 250 emblèmes d'héroïsme, de vaillance, de conquête, de triomphe ou de givre.","Plündert 250 Embleme des Heldentums, der Ehre, der Eroberung, des Triumphs oder des Frosts.","拾取250枚英雄纹章、勇气纹章、征服纹章、凯旋纹章或寒冰纹章。","拾取250個英雄、勇氣、征服、凱旋或冰霜紋章。","Despoja 250 emblemas de heroísmo, valor, conquista, triunfo o escarcha.","Despoja 250 emblemas de heroísmo, valor, conquista, triunfo o escarcha.","Получите 250 эмблем героизма, доблести, завоевания, триумфа или льда.","","","","","","","","16712190","168","10","12","136","1950","","","","","","","","","","","","","","","","","16718844","0","0"
"3852","-1","628","0","Cut the Blue Wire... No the Red Wire!","파란 선 끊어... 아니 아니 빨간 선!","Le fil vert sur le bouton vert, le fil rouge…","Nimm den blauen Draht... Nein, den Roten!","剪蓝线……别剪红线！","剪藍線…不，剪紅線!","Corta el cable azul... ¡No! ¡El rojo!","Corta el cable azul... ¡No! ¡El rojo!","Синий режь! Нет, красный!","","","","","","","","16712190","In Isle of Conquest, disarm 25 bombs.","정복의 섬에서 폭탄 25개 해체","Désarmer 25 bombes sur l'île des Conquérants.","Entschärft 25 Bomben auf der Insel der Eroberung.","在征服之岛中，拆除25颗炸弹。","在征服之島中，拆除25顆炸彈。","Desarma 25 bombas en la Isla de la Conquista.","Desarma 25 bombas en la Isla de la Conquista.","Обезвредьте 25 бомб на Острове Завоеваний.","","","","","","","","16712190","15003","10","12","0","355","","","","","","","","","","","","","","","","","16718847","0","0"
"4023","-1","-1","0","Victories over Argent Confessor Paletress (Heroic Trial of the Champion)","은빛 고해사제 페일트리스를 상대로 승리 (용사의 시험장 - 영웅)","Victoires sur le confesseur d'argent Paletress (L'épreuve du champion héroïque)","Siege über Argentumbeichtpatin Blondlocke (Heroische Prüfung des Champions)","对银色神官帕尔崔丝的胜利（英雄难度：冠军的试炼）","對銀白告解者帕爾璀絲獲勝數(英雄勇士試煉)","Victorias sobre la confesora Argenta Cabelloclaro (Prueba del Campeón heroica)","Victorias sobre la confesora Argenta Cabelloclaro (Prueba del Campeón heroica)","Победы над исповедницей Пейлтресс (Испытание чемпиона, героич.)","","","","","","","","16712190","Victories over Argent Confessor Paletress (Heroic Trial of the Champion)","은빛 고해사제 페일트리스를 상대로 승리 (용사의 시험장 - 영웅)","Victoires sur le confesseur d'argent Paletress (L'épreuve du champion héroïque)","Siege über Argentumbeichtpatin Blondlocke (Heroische Prüfung des Champions)","战胜银色神官帕尔崔丝（英雄难度：冠军的试炼）","對銀白告解者帕爾璀絲獲勝數(英雄勇士試煉)","Victorias sobre la confesora Argenta Cabelloclaro (Prueba del Campeón heroica)","Victorias sobre la confesora Argenta Cabelloclaro (Prueba del Campeón heroica)","Победы над исповедницей Пейлтресс (Испытание чемпиона, героич.)","","","","","","","","16712190","15021","0","12","1","1","","","","","","","","","","","","","","","","","16712172","0","0"
"4080","-1","-1","3810","A Tribute to Dedicated Insanity","묻지도 따지지도 않고 당신에게 경의를","Une offrande à la démence fervente","Ein Tribut an den sicheren Wahnsinn","对极度疯狂的嘉奖","獻給專注的瘋子","Un tributo a la locura entregada","Un tributo a la locura entregada","Дань фанатичному безумию","","","","","","","","16712190","Meet the criteria for A Tribute to Insanity without any raid member having used an item only obtainable from 25-player Coliseum, or any more powerful item.","공격대원이 원형경기장 25인에서만 획득할 수 있는 아이템이나 그 보다 더 강력한 아이템을 착용하지 않고 """"신들린 당신에게 경의를"""" 업적 요건 충족","Remplir les conditions du haut fait Une offrande à la démence, sans qu'un seul membre du raid se soit équipé d'un objet du colisée (25 joueurs) ou d'objets plus puissants.","Erfüllt die Bedingungen für 'Ein Tribut an den Wahnsinn', ohne dass ein Schlachtzugsmitglied einen Gegenstand nutzt, der durch das Kolosseum für 25 Spieler erhältlich ist, oder besser.","达到“成就：对疯狂的嘉奖”的所有要求，并且所有团队成员不得使用过任何一件只能在本副本25人版本中获得的物品，或任何更高级物品。","達成「獻給瘋子」的條件，並且沒有一個團隊成員使用來自於大競技場25人或更強的物品。","Cumple los criterios de Un tributo a la locura sin que ningún jugador haya usado un objeto que solo se pueda obtener en el Coliseo de 25 jugadores, ni un objeto más poderoso.","Cumple los criterios de Un tributo a la locura sin que ningún jugador haya usado un objeto que solo se pueda obtener en el Coliseo de 25 jugadores, ni un objeto más poderoso.","Выполните требования для достижения """"Дань безумству"""". При этом ни один участник рейда не должен использовать экипировку из Колизея для 25 человек или предметы более высокого уровня.","","","","","","","","16712190","15001","10","12","0","3805","Title: Argent Defender","칭호: 은빛십자군 수호자","Titre : défenseur d'argent","Titel: Argentumverteidiger","头衔奖励：银色护卫者","頭銜:銀白防衛者","Título: Defensor Argenta","Título: Defensor Argenta","Звание: Серебряный заступник","","","","","","","","16712190","0","0"
"4636","-1","-1","4532","Heroic: Fall of the Lich King (10 player)","영웅: 리치 왕의 몰락 (10인)","La chute du roi-liche : mode héroïque (10 joueurs)","Heroisch: Der Untergang des Lichkönigs (10 Spieler)","巫妖王的陨落（英雄难度10人）","英雄:王者的殞落(10人)","Heroico: La Caída del Rey Exánime (10 j.)","Heroico: La Caída del Rey Exánime (10 j.)","Падение Короля-лича (героич., 10 игроков)","","","","","","","","16712190","Defeat every boss in Icecrown Citadel in 10-player Heroic mode.","얼음왕관 성채 우두머리 모두 처치 (10인 영웅)","Vaincre chaque boss de la citadelle de la Couronne de glace en mode héroïque à 10 joueurs.","Bezwingt jeden Boss in der Eiskronenzitadelle im 10-Spieler-Modus auf dem Schwierigkeitsgrad 'Heroisch'.","击败冰冠堡垒的所有首领（英雄难度10人）。","10人英雄模式中，擊敗冰冠城塞中的每個首領。","Derrota a todos los jefes de la Ciudadela de la Corona de Hielo en el modo heroico de 10 jugadores.","Derrota a todos los jefes de la Ciudadela de la Corona de Hielo en el modo heroico de 10 jugadores.","Убейте всех боссов в Цитадели ледяной Короны в рейде на 10 игроков в героическом режиме.","","","","","","","","16712190","15041","25","12","0","4157","","","","","","","","","","","","","","","","","16712188","0","0"
"4637","-1","-1","4608","Heroic: Fall of the Lich King (25 player)","영웅: 리치 왕의 몰락 (25인)","La chute du roi-liche : mode héroïque (25 joueurs)","Heroisch: Der Untergang des Lichkönigs (25 Spieler)","巫妖王的陨落（英雄难度25人）","英雄:王者的殞落(25人)","Heroico: La Caída del Rey Exánime (25 j.)","Heroico: La Caída del Rey Exánime (25 j.)","Падение Короля-лича (героич., 25 игроков)","","","","","","","","16712190","Defeat every boss in Icecrown Citadel in 25-player Heroic mode.","얼음왕관 성채 우두머리 모두 처치 (25인 영웅)","Vaincre chaque boss de la citadelle de la Couronne de glace en mode héroïque 25 joueurs.","Bezwingt jeden Boss in der Eiskronenzitadelle im 25-Spieler-Modus auf dem Schwierigkeitsgrad 'Heroisch'.","击败冰冠堡垒的所有首领（英雄难度25人）。","25人英雄模式中，擊敗冰冠城塞中的每個首領。","Derrota a todos los jefes de la Ciudadela de la Corona de Hielo en el modo heroico de 25 jugadores.","Derrota a todos los jefes de la Ciudadela de la Corona de Hielo en el modo heroico de 25 jugadores.","Убейте всех боссов в Цитадели ледяной Короны в рейде на 25 игроков в героическом режиме.","","","","","","","","16712190","15042","25","12","0","4157","","","","","","","","","","","","","","","","","16712188","0","0"
"4723","-1","-1","0","Falric kills (Heroic Halls of Reflection)","팔릭 처치 (투영의 전당 - 영웅)","Morts de Falric (Salles des Reflets héroïque)","Falric getötet (Heroische Hallen der Reflexion)","杀死法瑞克（英雄难度映像大厅）","法勒瑞克擊殺數(英雄倒影大廳)","Muertes de Falric (Cámaras de Reflexión heroica)","Muertes de Falric (Cámaras de Reflexión heroica)","Убийства Фалрика (Залы Отражений, героич.)","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","15062","0","12","5","1","","","","","","","","","","","","","","","","","16712188","0","0"
"52","-1","489","0","Warsong Gulch battles","전쟁노래 협곡 전투","Batailles pour le goulet des Chanteguerres","Schlachten in der Kriegshymnenschlucht","战歌峡谷的战斗","參與戰歌峽谷戰場次數","Batallas en la Garganta Grito de Guerra","Batallas en la Garganta Grito de Guerra","Сражения в Ущелье Песни Войны","","","","","","","","16712190","Warsong Gulch battles","전쟁노래 협곡 전투","Batailles pour le goulet des Chanteguerres","Schlachten in der Kriegshymnenschlucht","战歌峡谷的战斗","參與戰歌峽谷戰場次數","Batallas en la Garganta Grito de Guerra","Batallas en la Garganta Grito de Guerra","Сражения в Ущелье Песни Войны","","","","","","","","16712190","153","0","13","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
